id1,id2,paperAbstract1,paperAbstract2,label
911f6dfd-a9fd-41d9-89a5-143f2a43cf57,96b245c2-47a5-4aec-89f0-d2a362124845,"In a multirate wireless network, low data rate nodes consume proportionately more channel resources than high data rate nodes, resulting in low overall network performance. The use of multiple non-overlapping frequency channels in multirate wireless networks can overcome the performance degradation by having nodes communicate on different channels based on their data rates. However, no effort has been invested to utilize the multiple channels for a multirate wireless network. In this paper, we introduce the data rate adaptive channel assignment (DR-CA) algorithm for a multichannel multirate single-hop wireless network to provide higher network throughput and network efficiency. The main idea is to assign links having same or comparable data rates on the same channel to minimize the wastage of channel resources due to interference between high data links and low data rate links. We also design a new intermediary multichannel layer (IML) which resides between network layer and link layer, at which we implement the DR-CA algorithm. The IML design requires no modifications to the underlying MAC layer and upper layers of the network stack. To evaluate the proposed algorithm we define new performance metrics-channel efficiency for a multichannel multirate wireless network. Using OPNET simulations, we show that the multichannel enhancement using our proposed algorithm provides significant performance improvement in terms of network throughput and channel efficiency over existing approaches in multirate wireless networks. Under heavy load condition, the channel efficiency using DR-CA algorithm reaches 90% of the maximum limit. To the best of our knowledge, this is the first work to utilize the benefits of multiple channels in the multirate wireless network environment.","The use of landmarks during the provision of directions can greatly improve drivers' route-following performance. However, the successful integration of landmarks within in-vehicle navigation systems is predicated on the acquisition and deployment of good quality landmarks, as defined by their visibility, uniqueness, permanence, location etc., and their accurate and succinct depiction on in-vehicle displays and during accompanying verbal messages. Notwithstanding the inherent variability in the quality and propensity of landmarks within the driving environment, attending to in-vehicle displays and verbal messages while driving can distract drivers and heighten their visual and cognitive workload. Furthermore, vocal utterances are transient and can be littered with paralinguistic cues that can influence a driver's interpretation of what is said. In this paper, a driving simulator study is described aiming to investigate the augmentation of landmarks during the head up provision of route guidance advice Ã¢â‚¬â€œ a potential solution to some of these problems. Twenty participants undertook four drives utilising a navigation system presented on a head up display (HUD) in which navigational instructions were presented as either: conventional distance-to-turn information; on-road arrows; or augmented landmarks (either an arrow pointing to the landmark or a box enclosing the landmark adjacent to the required turning). Participants demonstrated significant performance improvements while using the augmented landmark 'box' compared to the conventional distance-to-turn information, with response times and success rates enhanced by 43.1% and 26.2%, respectively. Moreover, there were significant reductions in eyes off-the-road time when using this approach, and it also attracted the lowest subjective ratings of workload. The authors conclude that there are significant benefits to augmenting landmarks during the head-up provision of in-car navigation advice.",0
0977ddfd-d01a-46cd-93e4-a101757dd1e0,64166868-cc56-4d33-aba9-1168b22131a1,"Self-reconfigurable modular robots (SRMRs) have recently attracted considerable attention because of their numerous potential applications in the real world. In this paper, we draw a comprehensive comparison among five different algorithms in path planning of a novel SRMR system called ACMoD through an environment comprised of various terrains in a static condition. The contribution of this work is that the reconfiguration ability of ACMoD has been taken into account. This consideration, though raises new algorithmic challenges, equips the robot with new capability to pass difficult terrains rather than bypassing them, and consequently the robot can achieve better performance in terms of traversal time and energy consumption. In this work, four different optimization algorithms, including Adaptive Genetic Algorithm, Elitist Ant System, Dijkstra and Dynamic Weighting A*, along with a well-known reinforcement learning algorithm called Q-Learning, are proposed to solve this path planning problem. The outputs of these algorithms are the optimal path through the environment and the associated configuration on each segment of the path. The challenges involved in mapping the path planning problem to each algorithm are discussed in full details. Eventually, all algorithms are compared in terms of the quality of their solutions and convergence rate.","While GPUs play an increasingly important role in todayÃ¢  s high-performance computers, optimizing GPU performance continues to impose large burdens upon programmers. A major challenge in optimizing codes for GPUs stems from the two levels of hardware parallelism, blocks and threads; each of these levels has significantly different characteristics, requiring different optimization strategies.   In this paper, we propose a novel compiler optimization algorithm for GPU parallelism. Our approach is based on the polyhedral model, which has enabled significant advances in program analysis and transformation compared to traditional AST-based frameworks. We extend polyhedral schedules to enable two-level parallelization through the idea of superposition, which integrates separate schedules for block-level and thread-level parallelism. Our experimental results demonstrate that our proposed compiler optimization framework can deliver 1.8ï¿_  and 2.1ï¿_  geometric mean improvements on NVIDIA Tesla M2050 and K80 GPUs, compared to a state-of-the-art polyhedral parallel code generator (PPCG) for GPGPUs.",0
80601fe5-1f1f-4b83-926a-291ebc28d918,8b9c9328-2ba0-45a5-ae13-9f1cde8c8b43,"In recent work on the safety analysis of systems we have shown how causal relationships amongst events can be algorithmically inferred from probabilistic counterexamples and subsequently be mapped to fault trees. The resulting fault trees were significantly smaller and hence easier to understand than the corresponding probabilistic coun- terexample, but still contain all information needed to discern the causes for the occurrence of a hazard. More recently we have developed an ap- proach called Causality Checking which is integrated into the state-space exploration algorithms used for qualitative model checking and which is capable of computing causality relationships on-the-fly. The causality checking approach outperforms the probabilistic causality computation in terms of run-time and memory consumption, but can not provide a probabilistic measure. In this paper we combine the strengths of both approaches and propose an approach where the causal events are com- puted using causality checking and the probability computation can be limited to the causal events. We demonstrate the increase in performance of our approach using several case studies.","In recent years, several approaches to generate probabilistic counterexamples have been proposed. The interpretation of stochastic counterexamples, however, continues to be problematic since they have to be represented as sets of paths, and the number of paths in this set may be very large. Fault trees (FTs) are a well-established industrial technique to represent causalities for possible system hazards resulting from system or system component failures. In this paper we suggest a method to automatically derive FTs from counterexamples, including a mapping of the probability information onto the FT. We extend the structural equation approach by Pearl and Halpern, which is based on Lewis counterfactuals, so that it serves as a justification for the causality that our proposed FT derivation rules imply. We demonstrate the usefulness of our approach by applying it to an industrial case study.",1
a0991392-5953-4313-9110-f280d2c33519,411b08e8-59f1-44c4-b906-654d0bc7cd84,"Watermark detection is a way of verifying the existence of a watermark in a watermarking scheme used for copyright protection of digital data. Statistical modeling of wavelet subband coefficients has been extensively used in watermark detection. The effectiveness of a watermarking scheme depends directly on how the wavelet coefficients are modeled. It is known that the vector-based hidden Markov model (HMM) is a very powerful statistical model for describing the distribution of the wavelet coefficients, since it is capable of capturing the subband marginal distribution as well as the inter-scale and cross orientation dependencies of the wavelet coefficients. In this paper, it is shown that modeling using the vector-based HMM gives a better fit for the empirical data in comparison to modeling with Cauchy, Bessel-K form (BKF) and generalized Gaussian (GG) distributions. In view of this, we propose a locally-optimum blind watermark detector using the vector-based HMM in the wavelet domain. In a Bayesian framework, closed-form expressions for the mean and variance of a test statistic are derived, experimentally validated and used in evaluating the performance of the proposed detector. Using a number of test images, the performance of the proposed detector is evaluated. It is shown that the proposed detector provides a detection rate higher than that provided by other detectors designed based on the Cauchy, Gaussian, BKF or GG distributions for the wavelet coefficients. The proposed detector is also shown to be highly robust against various kinds of attacks.","Preserving news stories may be important because of various reasons like they provide detailed information about events and they may be used for research purposes in the long term. However, the news stories published online are in danger because of reasons like constant change in the technologies used to publish information and the formats for publication. Certain institutions or individuals may be interested in preserving news stories related to a particular event or topic. The stories should be collected from various online newspapers and preserved for the long term. The major issue in the preservation process is that newspapers use different formats for online publication of the stories. The paper presents a tool which is developed to addresses the issue. The tool facilitates users in the extraction of news stories from various online newspapers and migration to a normalized format.",0
f6d6c56e-ce28-4383-bd67-6b35ceec897e,92287f7b-e889-49d6-bfab-4dda5e7d7162,"Inspired by the evolution process of human intelligence and the social learning theory, a new swarm intelligence algorithm paradigm named the social learning optimization (SLO) algorithm is proposed. SLO consists of three co-evolution spaces: the bottom is the micro-space, where genetic evolution occurs; the middle layer is the learning space, where individuals enhance their intelligence through imitation learning and observational learning; knowledge is extracted from the middle layer and delivered to the top layer, which is called the belief space, where culture is established through knowledge accumulation and used to guide individuals' genetic evolution in the micro-space regularly. SLO is an optimization algorithm model for optimization problems, and a concrete algorithm could be generated by embodying SLO's three evolution spaces. Moreover, to demonstrate how to employ SLO and verify its superiority, this paper proposes the specific SLO (S-SLO) to solve the problem of QoS-aware cloud service composition. S-SLO is constructed by integrating the improved differential evolutionary (DE) algorithm and improved social cognitive optimization (SCO) into the micro-space and the learning space, respectively. Finally, experimental results and performance comparison show that the S-SLO is both effective and efficient. This work is expected to explore a novel swarm intelligence optimization model with better search capabilities and convergence rates, as well as to extend the theory of the swarm intelligence optimization algorithm.",,1
2444d58c-f321-4c33-8585-6e19af938a70,953506d2-2a97-41a6-843e-0c46db26597e,"The modern engineering design process often relies on computer simulations to evaluate candidate designs. This simulation-driven approach results in what is commonly termed a computationally expensive black-box optimization problem. In practise, there will often exist candidate designs which cause the simulation to fail. Such simulation failures can consume a large portion of the allotted computational resources, and thus can lead to search stagnation and a poor final solution. To address this issue, this study proposes a new computational intelligence optimization algorithm which combines a model and a k-NN classifier. The latter predicts which solutions are expected to cause the simulation to fail, and its prediction is incorporated with the model prediction to bias the search towards valid solutions, namely, for which the simulation is expected to succeed. A main contribution of this study is that to further improve the search efficacy, the proposed algorithm leverages on model-selection theory and continuously calibrates the classifier during the search. An extensive performance analysis using an engineering application of airfoil shape optimization shows the efficacy of the proposed algorithm.","When using computer simulations in engineering design optimization one often encounters vectors which â€˜crashâ€™ the simulation and so no fitness is associated with them. In this paper we refer to these as undefined vectors since the objective function is undefined there. Since each simulation run (a function evaluation) is expensive (anywhere from minutes to weeks of CPU time) only a small number of evaluations are allowed during the entire search and so such undefined vectors pose a risk of consuming a large portion of the optimization â€˜budgetâ€™ thus stalling the search. To manage this open issue we propose a classification-assisted framework for expensive optimization problems, that is, where candidate vectors are classified in a pre-evaluation stage whether they are defined or not. We describe: a) a baseline single-classifier framework (no undefined vectors in the model) b) a non-classification assisted framework (undefined vectors in the model) and c) an extension of the classifier-assisted framework to a multi-classifier setup. Performance analysis using a test problem of airfoil shape optimization shows: a) the classifier-assisted framework obtains a better solution compared to the non-classification assisted one and b) the classifier can data-mine the accumulated information to provide new insights into the problem being solved.",1
1a6af238-a8b1-4fe5-ae21-f243433ae694,978b708b-a2a2-4aaf-84c2-b81d68b0d03d,"This paper presents a low-power wakeup radio (WUR) for application in indoor location systems. The presented radio has a better performance than the state-of-the-art radios, since it has low-power consumption, only 10 Î_W and it is perfectly integrated into a wireless sensor network based on ZigBee, which is used for location purposes. This performance was achieved due to an optimised radio frequency design of the WUR, which was embedded with a low-cost/low-power processor, and due to an enhanced control algorithm. Moreover, a software defined radio approach has been used to implement the WUR protocol. The WUR was designed and integrated in an existing WSN-based indoor location system which was originally based on a periodic sleep-wake up duty-cycled protocol. In the WUR protocol the location sensor is kept in deep sleep mode until it receives an external wake-up order. According to estimates, with this scheme, the battery lifetime can be increased from 200 days (using conventional duty-cycle protocol) up to almost 8000 days (sensor waken-up few times per day).",,1
c163313a-8dd0-40cd-ba00-a348cccb8fc7,9c691a19-5b9e-4580-8376-633a250d5f60,"This paper proposes a simple linear Bayesian approach to reinforcement learning. We show that with an appropriate basis, a Bayesian linear Gaussian model is sufficient for accurately estimating the system dynamics, and in particular when we allow for correlated noise. Policies are estimated by first sampling a transition model from the current posterior, and then performing approximate dynamic programming on the sampled model. This form of approximate Thompson sampling results in good exploration in unknown environments. The approach can also be seen as a Bayesian generalisation of least-squares policy iteration, where the empirical transition matrix is replaced with a sample from the posterior.","There has been a lot of recent work on Bayesian methods for reinforcement learning exhibiting near-optimal online performance. The main obstacle facing such methods is that in most problems of interest, the optimal solution involves planning in an infinitely large tree. However, it is possible to obtain stochastic lower and upper bounds on the value of each tree node. This enables us to use stochastic branch and bound algorithms to search the tree efficiently. This paper proposes some algorithms and examines their complexity in this setting.",1
30b5ca38-582f-4bb4-8606-46ac5ac2da38,a3380485-1a5e-4789-94e3-1f1e4c0f7c55,"This study examined the effectiveness of an educational data mining method --Learning Factors Analysis (LFA) --on improving the learning efficiency in the Cognitive Tutor curriculum. LFA uses a statistical model to predict how students perform in each practice of a knowledge component (KC), and identifies over-practiced or under-practiced KCs. By using the LFA findings on the Cognitive Tutor geometry curriculum, we optimized the curriculum with the goal of improving student learning efficiency. With a control group design, we analyzed the learning performance and the learning time of high school students participating in the Optimized Cognitive Tutor geometry curriculum. Results were compared to students participating in the traditional Cognitive Tutor geometry curriculum. Analyses indicated that students in the optimized condition saved a significant amount of time in the optimized curriculum units, compared with the time spent by the control group. There was no significant difference in the learning performance of the two groups in either an immediate post test or a two-week-later retention test. Findings support the use of this data mining technique to improve learning efficiency with other computer-tutor-based curricula.","A cognitive model is a set of production rules or skills encoded in intelligent tutors to model how students solve problems. It is usually generated by brainstorming and iterative refinement between subject experts, cognitive scientists and programmers. In this paper we propose a semi-automated method for improving a cognitive model called Learning Factors Analysis that combines a statistical model, human expertise and a combinatorial search. We use this method to evaluate an existing cognitive model and to generate and evaluate alternative models. We present improved cognitive models and make suggestions for improving the intelligent tutor based on those models.",1
114f8eba-bba7-4aec-a11f-2ae73dd7eda2,afe6e3f5-b13f-402c-a4ac-04d58b95144d,"In this article we discuss automated preprocessing of environmental data for further use. Environmental data is by default heterogeneous, as it may consist of data from sources such as weather stations, weather radars, chemical sensors, acoustic sensors, and off-line laboratory analysis. When integrating data from such heterogeneous sources, it needs to be processed in a context dependent manner. In addition, there is no single generic processing method; rather, several atomic methods need to be applied and in an appropriate sequence. Furthermore, the problem is complicated by the requirements set by the intended use of the data. The requirements influence not only the set of applicable methods but also the application sequence. In this article, we study automation of the selection and sequencing of preprocessing methods based on the user requirements. As the main contribution, we propose here the use of characterizations and a reachability algorithm to solve the selection and sequencing problem. In this article, we present the algorithm and argue for its correctness. We also discuss, how the algorithm is implemented as a cloud service, and illustrate the use of the service with simple case studies. A characterization based method for automated preprocessing of environmental data.A formalization of the preprocessing selection and sequencing problem.An algorithm solving the selection and sequencing problem.Simple case study implementation as a cloud service.","Action Systems is a predicate transformer based formalism. It supports the development of provably correct reactive and distributed systems by refinement. Recently, Action Systems were extended with a differential action. It is used for modelling continuous behaviour, thus, allowing the use of refinement in the development of provably correct hybrid systems, i.e, a discrete controller interacting with some continuously evolving environment. However, refinement as a method is concerned with correctness issues only. It offers very little guidance in what details one should consider during the refinement steps to make the system more robust. That information is revealed by robustness analysis. Other formalisms not supporting refinement do have tool support for automating the robustness analysis, e.g., HyTech for linear hybrid automata. Consequently, we study in this paper the non-trivial translation problem between Action Systems and linear hybrid automata. As the main contribution, we give and prove correct an algorithm that translates a linear hybrid action system to a linear hybrid automaton. With this algorithm we combine the strengths of the two formalisms: we may use HyTech for the robustness analysis to guide the development by refinement.",1
e30697f9-6303-46ee-8067-f3a199cf0dce,bcb2df01-cbda-44b1-966f-8800718cefc1,"Constraint Handling Rules (CHR) is both an effective concurrent declarative constraint-based programming language and a versatile computational formalism. While conceptually simple, CHR is distinguished by a remarkable combination of desirable features: - a semantic foundation in classical and linear logic, - an effective and efficient sequential and parallel execution model - guaranteed properties like the anytime online algorithm properties - powerful analysis methods for deciding essential program properties. This overview of some CHR-related research and applications is by no means meant to be complete. Essential introductory reading for CHR provide the survey article (122 )a nd the books (55, 62). Up-to- date information on CHR can be found online at the CHR web- page www.constraint-handling-rules.org, including the slides of the keynote talk associated with this article. In addition, the CHR web- site dtai.cs.kuleuven.be/CHR/ offers everything you want to know about CHR, including online demo versions and free downloads of the language.","In this work, we consider the automatic generation of test inputs for Mercury programs. We use an abstract representation of a program that allows to reason about program executions as paths in a control-flow graph. Next, we define how such a path corresponds to a set of constraints whose solution defines input values for the predicate under test such that when the predicate is called with respect to these input values, the execution is guaranteed to follow the given path. The approach is similar to existing work for imperative languages, but has been considerably adapted to deal with the specificities of Mercury, such as symbolic data representation, predicate failure and non-determinism.",1
bbd5b33b-d38c-4627-b09e-d98024a59417,e405f07f-2f41-421b-92de-0917f087c024,"Recent years have seen an increasing interest in developing standards for linguistic annotation, with a focus on the interoperability of the resources. This effort, however, requires a profound knowledge of the advantages and disadvantages of linguistic annotation schemes in order to avoid importing the ï¬‚aws and weaknesses of existing encoding schemes into the new standards. This paper addresses the question how to compare syntactically annotated corpora and gain insights into the usefulness of speciï¬Åc design decisions. We present an exhaustive evaluation of two German treebanks with crucially different encoding schemes. We evaluate three different parsers trained on the two treebanks and compare results using EVALB, the Leaf-Ancestor metric, and a dependency-based evaluation. Furthermore, we present TePaCoC, a new testsuite for the evaluation of parsers on complex German grammatical constructions. The testsuite provides a well thought-out error classiï¬Åcation, which enables us to compare parser output for parsers trained on treebanks with different encoding schemes and provides interesting insights into the impact of treebank annotation schemes on speciï¬Åc constructions like PP attachment or non-constituent coordination.",,1
1af49d2f-710f-44d1-8ce2-de62bd2008d8,e4781082-3bad-46db-a78c-8f5eb0e85f3c,"Besides the fact that e-Assessment systems can efficiently conduct all paper based tests to evaluate knowledge and skills, they can offer a lot of new features via sophisticated information and communication technologies, including adaptive testing, immediate evaluation, etc. Most of the realised e-Assessment systems use pictures in the realisation of e-Testing, but the pictures are mainly used as supported media enhancement of the multiple choice questions. We introduce a brand new idea to use interactive images, where the user can navigate and zoom the picture and provide answers by clicking on an appropriate graphical object, mark a region, annotate, set an answer/comment on a given position, etc. The application domain of this innovation is huge, including e-Assessment for those sciences, where image analysis is essential, such as analysis of medical images, gathering map selective user's opinion etc. We have developed three new question types based on interactive images that offer these innovations. The impact is not just in enhancement of offered technology, but also on preventing various cheating methods, such as memorising, guessing, etc. These innovations can improve the assessment results, by a more correct evaluation and knowledge assessment.","Assessment is an important component of formal learning, and Computer Assisted Assessment (CAA) is a well established component of most online learning. However, technical issues such as interoperability and security, and pedagogic reservations as to its effectiveness still remain barriers to the uptake of CAA. In this paper we examine a number of current assessment projects, predominantly emanating from the UK, to consider how a service oriented architecture can facilitate the implementation of tailored assessment environments, providing improved assessments within an interoperable and secure framework.",1
a37f0fa1-8684-4e1f-84c9-55a53fca2252,eedcced8-3040-446e-9979-8d5882527fc7,"Locomotion requires longitudinal co-ordination. We have examined uni-directional synaptic coupling processes between two classes of neuronal network oscillators: autonomously active â€œintrinsicâ€ù oscillators, and â€œpotentialâ€ù oscillators that lack sufficient excitatory drive for autonomous activity. We model such oscillator networks in the bilaterally-symmetrical, Xenopus tadpole spinal cord circuits that co-ordinate swimming. â€œGlutamateâ€ù coupling EPSPs can entrain a second oscillator of lower frequency provided their strength is sufficient. Fast (AMPA) EPSPs advance spiking on each cycle, while slow (NMDA) EPSPs increase frequency over many cycles. EPSPs can also enable rhythmicity in â€œpotentialâ€ù oscillators and entrain them. IPSPs operate primarily on a cycle-by-cycle basis. They can advance or delay spiking to entrain a second â€œintrinsicâ€ù oscillator with higher, equal or lower frequency. Bilaterally symmetrical coupling connections operate twice per cycle: once in each half-cycle, on each side of the receiving oscillator. Excitatory and inhibitory coupling allow entrainment in complimentary areas of parameter space.","The use of computer simulations as a neurophysiological tool creates new possibilities to understand complex systems and to test whether a given model can explain experimental findings. Simulations, however, require a detailed specification of the model, including the nerve cell action potential and synaptic transmission. We describe a neuron model of intermediate complexity, with a small number of compartments representing the soma and the dendritic tree, and equipped with Na+, K+, Ca2+, and Ca2+ dependent K+ channels. Conductance changes in the different compartments are used to model conventional excitatory and inhibitory synaptic interactions. Voltage dependent NMDA-receptor channels are also included, and influence both the electrical conductance and the inflow of Ca2+ ions. This neuron model has been designed for the analysis of neural networks and specifically for the simulation of the network generating locomotion in a simple vertebrate, the lamprey. By assigning experimentally established properties to the simulated cells and their synapses, it has been possible to verify the sufficiency of these properties to account for a number of experimental findings of the network in operation. The model is, however, sufficiently general to be useful for realistic simulation also of other neural systems.",1
49df389e-c3d6-4be3-a116-a23310c55b17,f63c28f4-eca5-4856-9399-829ac885f4d9,"We investigate the complexity of axiom pinpointing for different members of the DL-Lite family of Description Logics. More precisely, we consider the problem of enumerating all minimal subsets of a given DL-Lite knowledge base that have a given consequence. We show that for the DL-LiteHcore, DL-LiteHkrom and DL-LiteHNhorn fragments such minimal subsets are efficiently enumerable with polynomial delay, but for the DL-Litebool fragment they cannot be enumerated in output polynomial time unless P = NP. We also show that interestingly, for the DL-LiteHNhorn fragment such minimal sets can be enumerated in reverse lexicographic order with polynomial delay, but it is not possible in the forward lexicographic order since computing the first one is already coNP-hard.","For ontologies represented as Description Logic Tboxes, optimised DL reasoners are able to detect logical errors, but there is comparatively limited support for resolving such problems. One possible remedy is to weaken the available information to the extent that the errors disappear, but to limit the weakening process as much as possible. The most obvious way to do so is to remove just enough Tbox sentences to eliminate the errors. In this paper we propose a tableau-like procedure for finding maximally concept-satisfiable terminologies represented in the description logic ALC. We discuss some optimisation techniques, and report on preliminary, but encouraging, experimental results.",1
299cff5a-acc4-4fd8-8f60-27e40e44dacd,f63c28f4-eca5-4856-9399-829ac885f4d9,"The framework developed in this paper can deal with scenarios where selected sub-ontologies of a large ontology are offered as views to users, based on criteria like the user's access right, the trust level required by the application, or the level of detail requested by the user. Instead of materializing a large number of different sub-ontologies, we propose to keep just one ontology, but equip each axiom with a label from an appropriate labeling lattice. The access right, required trust level, etc. is then also represented by a label (called user label) from this lattice, and the corresponding sub-ontology is determined by comparing this label with the axiom labels. For large-scale ontologies, certain consequence (like the concept hierarchy) are often precomputed. Instead of precomputing these consequences for every possible sub-ontology, our approach computes just one label for each consequence such that a comparison of the user label with the consequence label determines whether the consequence follows from the corresponding sub-ontology or not.#R##N##R##N#In this paper we determine under which restrictions on the user and axiom labels such consequence labels (called boundaries) always exist, describe different black-box approaches for computing boundaries, and present first experimental results that compare the efficiency of these approaches on large real-world ontologies. Black-box means that, rather than requiring modifications of existing reasoning procedures, these approaches can use such procedures directly as sub-procedures, which allows us to employ existing highly-optimized reasoners.","For ontologies represented as Description Logic Tboxes, optimised DL reasoners are able to detect logical errors, but there is comparatively limited support for resolving such problems. One possible remedy is to weaken the available information to the extent that the errors disappear, but to limit the weakening process as much as possible. The most obvious way to do so is to remove just enough Tbox sentences to eliminate the errors. In this paper we propose a tableau-like procedure for finding maximally concept-satisfiable terminologies represented in the description logic ALC. We discuss some optimisation techniques, and report on preliminary, but encouraging, experimental results.",1
7e056f87-d7a7-49d3-9e4a-138f62aa569f,f6de7421-7dbc-4be3-89aa-354ddb84384c,"Machine learning has been proven useful for solving the bottlenecks in building expert systems. Noise in the training instances will, however, confuse a learning mechanism. Two main steps are adopted here to solve this problem. The first step is to appropriately arrange the training order of the instances. It is well known from Psychology that different orders of presentation of the same set of training instances to a human may cause different learning results. This idea is used here for machine learning and an order arrangement scheme is proposed. The second step is to modify a conventional noise-free learning algorithm, thus making it suitable for noisy environment. The generalized version space learning algorithm is then adopted to process the training instances for deriving good concepts. Finally, experiments on the Iris Flower problem show that the new scheme can produce a good training order, allowing the generalized version space algorithm to have a satisfactory learning result.","This paper compares five methods for pruning decision trees, developed from sets of examples. When used with uncertain rather than deterministic data, decision-tree induction involves three main stagesâ€”creating a complete tree able to classify all the training examples, pruning this tree to give statistical reliability, and processing the pruned tree to improve understandability. This paper concerns the second stageâ€”pruning. It presents empirical comparisons of the five methods across several domains. The results show that three methodsâ€”critical value, error complexity and reduced errorâ€”perform well, while the other two may cause problems. They also show that there is no significant interaction between the creation and pruning methods.",1
0c7d039e-336f-4592-b525-7e0e220b838a,f59313c4-4c7e-47dc-9ba9-a8f28da7977c,"Multilinear systems of equations arise in various applications, such as numerical partial differential equations, data mining, and tensor complementarity problems. In this paper, we propose a homotopy method for finding the unique positive solution to a multilinear system with a nonsingular M-tensor and a positive right side vector. We analyze the method and prove its convergence to the desired solution. We report some numerical results based on an implementation of the proposed method using a predictionâ€“correction approach for path following.","Object class segmentation is a computer vision task which requires labeling each pixel of an image with the class of the object it belongs to. Deep convolutional neural networks (DNN) are able to learn and take advantage of local spatial correlations required for this task. They are, however, restricted by their small, fixed-sized filters, which limits their ability to learn long-range dependencies. Recurrent Neural Networks (RNN), on the other hand, do not suffer from this restriction. Their iterative interpretation allows them to model long-range dependencies by propagating activity. This property is especially useful when labeling video sequences, where both spatial and temporal long-range dependencies occur. In this work, a novel RNN architecture for object class segmentation is presented. We investigate several ways to train such a network. We evaluate our models on the challenging NYU Depth v2 dataset for object class segmentation and obtain competitive results.",0
3381ab79-6cba-4878-885c-023981d41621,d0487195-db14-4f46-bccf-15d0acf530c1,"While GPUs play an increasingly important role in todayÃ¢  s high-performance computers, optimizing GPU performance continues to impose large burdens upon programmers. A major challenge in optimizing codes for GPUs stems from the two levels of hardware parallelism, blocks and threads; each of these levels has significantly different characteristics, requiring different optimization strategies.   In this paper, we propose a novel compiler optimization algorithm for GPU parallelism. Our approach is based on the polyhedral model, which has enabled significant advances in program analysis and transformation compared to traditional AST-based frameworks. We extend polyhedral schedules to enable two-level parallelization through the idea of superposition, which integrates separate schedules for block-level and thread-level parallelism. Our experimental results demonstrate that our proposed compiler optimization framework can deliver 1.8ï¿_  and 2.1ï¿_  geometric mean improvements on NVIDIA Tesla M2050 and K80 GPUs, compared to a state-of-the-art polyhedral parallel code generator (PPCG) for GPGPUs.","Most of existing works on the tubes design optimization of concentric-tube robot (CTR) do not include the elastic stability in the optimization criteria. The only work which formulates the elastic stability in the objective function is based on scalarization method which is used in existing multi-objective design optimization. The objective function is formed by a set of weighted objective functions. The selection of the weights is crucial as the optimization results are greatly affected by them and could be misleading if these weights are improperly chosen. As an alternative optimization technique, we use Pareto grid-searching method to avoid this problem and allow a straightforward interpretation of the results following the selection criteria for the parameters to be optimized. This paper shows a three-tube CTR design based on Pareto grid-searching method in order to optimize the reachability and elastic stability of the CTR within a specific curvature range dedicated to the deep anterior brain tumor removal surgery.",0
a9509a21-16df-4fac-83d2-13a18a20a2f6,e93140f8-ff5c-45c0-abd2-57dd471f4ed0,"Remote Access Trojans (RATs) provide cyber criminals with unlimited access to infected endpoints. Using the victim's access privileges, they can access and steal sensitive business and personal data including intellectual property and, personally identifiable information. However due to attack evolution, targeted attacks utilize modified versions of known signatures, which means that IDS rules that only match the known signature can be bypassed. In this paper, we propose a semi supervised approach that uses ensemble based label propagation to discover infected RAT packets in large unlabeled data. Our approach is trained on a small sample of labeled instances that usually characterize massive network datasets. Our approach is implemented using Apache Spark where we are able to demonstrate the effective discovery of such Trojans in massive amounts of data. We compare our approach to traditional signature based intrusion detection systems and clearly show that our approach is promising in the domain of cyber security in predicting large sets of unlabeled data using few labeled samples.","The linear nearest neighbor (LNN) restriction, present in several current implementations of 1D and 2D quantum circuits, limits the interaction of qubits to those which are adjacent to each other. While there have been several proposals to optimize the process of achieving LNN compliance in 1D circuits, there are few proposals for 2D circuits. Here, we present a new perspective on this problem for 2D quantum circuits. We propose to see this as a multiobjective optimization problem with two objectives: minimizing the size of the 2D grid in the circuit, and minimizing the number of SWAP gates required to achieve LNN compliance. We present some preliminary results which show that these are two contradictory objectives. Since this is common in multiobjective problems, these results indicate that a multiobjective algorithm might be a suitable way to address this problem, since it would make considerations which currently available methods do not make.",0
